"","RawName","CorrectedGenus","CorrectedSpecies"
"26808","Xanthophyllum sppPalanan1","Xanthophyllum",NA
"26809","Xanthophyllum sppTEAM1","Xanthophyllum",NA
"26810","Xanthophyllum tardicrescens","No","suitable"
"26811","Xanthorrhoea sppAUi1","Xanthorrhoea",NA
"26812","Xanthosoma macrophylla","Xanthosoma",NA
"26813","Xanthosoma riopalenquense","Xanthosoma","riopalenquense"
"26814","Xanthosoma sagittifolia","Xanthosoma","sagittifolium"
"26815","Xanthosoma sagittifolium","Xanthosoma","sagittifolium"
"26816","Xanthosoma sppCedral1","Xanthosoma",NA
"26817","Xanthosoma sppGentry1","Xanthosoma",NA
"26818","Xanthostemon verdugonianus","No","suitable"
"26819","Xanthoxylon sppCuzcoama1","Xanthoxylon",NA
"26820","Xanthoxylon sppTEAM1","Xanthoxylon",NA
"26821","Xerosicyos danguyi","Xerosicyos","danguyi"
"26822","Xerospermum laevigatum","Xerospermum","laevigatum"
"26823","Xerospermum laoticum","Xerospermum","laoticum"
"26824","Xerospermum noronhanium","Xerospermum","noronhianum"
"26825","Xerospermum noronhianum","Xerospermum","noronhianum"
"26826","Ximenia americana","Ximenia","americana"
"26827","Ximenia sppPerromue1","Ximenia",NA
"26828","Xylaria xylorpa","Xylia","xylocarpa"
"26829","Xylia dolabriformis","Xylia","dolabriformis"
"26830","Xylia evansii","Xylia","evansii"
"26831","Xylia ghesquierei","Xylia","ghesquierei"
"26832","Xylia xylocarpa","Xylia","xylocarpa"
"26833","Xylocarpus granatum","Xylocarpus","granatum"
"26834","Xylomelum pyriforme","Xylomelum","pyriforme"
"26835","Xylophragma pratense","Xylophragma","pratense"
"26836","Xylophragma seemannianum","Xylophragma","seemannianum"
"26837","Xylophragma senannia","Xylophragma",NA
"26838","Xylopia acutiflora","Xylopia","acutiflora"
"26839","Xylopia aethiopica","Xylopia","aethiopica"
"26840","Xylopia africana","Xylopia","africana"
"26841","Xylopia amazonica","No","suitable"
"26842","Xylopia aromatica","Xylopia","aromatica"
"26843","Xylopia barbata","Xylopia","barbata"
"26844","Xylopia benthamii","Xylopia","benthamii"
"26845","Xylopia bocatorena","Xylopia","bocatorena"
"26846","Xylopia brasiliensis","Xylopia","brasiliensis"
"26847","Xylopia buxifolia","Xylopia","buxifolia"
"26848","Xylopia calophylla","Xylopia","calophylla"
"26849","Xylopia caudata","Xylopia","caudata"
"26850","Xylopia cayennensis","Xylopia","cayennensis"
"26851","Xylopia chrysophylla","Xylopia","chrysophylla"
"26852","Xylopia columbiana","Xylopia","columbiana"
"26853","Xylopia crinita","Xylopia","crinita"
"26854","Xylopia cupularis","Xylopia","cupularis"
"26855","Xylopia cuspidata","Xylopia","cuspidata"
"26856","Xylopia eminii","Xylopia","eminii"
"26857","Xylopia excellens","Xylopia","excellens"
"26858","Xylopia ferruginea","Xylopia","ferruginea"
"26859","Xylopia floridora","Xylopia",NA
"26860","Xylopia frutescens","Xylopia","frutescens"
"26861","Xylopia fusca","Xylopia","fusca"
"26862","Xylopia gilbertii","Xylopia","gilbertii"
"26863","Xylopia hypolampra","Xylopia","hypolampra"
"26864","Xylopia laevigata","Xylopia","laevigata"
"26865","Xylopia letestui","Xylopia","letestui"
"26866","Xylopia ligustrifolia","Xylopia","ligustrifolia"
"26867","Xylopia macrantha","Xylopia","macrantha"
"26868","Xylopia macrophylla","Xylopia","microphylla"
"26869","Xylopia magna","Xylopia","magna"
"26870","Xylopia malayana","Xylopia","malayana"
"26871","Xylopia micans","Xylopia","micans"
"26872","Xylopia multiflora","Xylopia","multiflora"
"26873","Xylopia nitida","Xylopia","nitida"
"26874","Xylopia ochrantha","Xylopia","ochrantha"
"26875","Xylopia pacifica","Xylopia","pacifica"
"26876","Xylopia pancheri","Xylopia","pancheri"
"26877","Xylopia papuana","Xylopia","papuana"
"26878","Xylopia parviflora","Xylopia","parviflora"
"26879","Xylopia parvifolia","Xylopia","parvifolia"
"26880","Xylopia peekelii","Xylopia","peekelii"
"26881","Xylopia phloiodora","Xylopia","phloiodora"
"26882","Xylopia polyantha","Xylopia","polyantha"
"26883","Xylopia pulcherrima","Xylopia","pulcherrima"
"26884","Xylopia pynaertii","Xylopia","pynaertii"
"26885","Xylopia quintasii","Xylopia","quintasii"
"26886","Xylopia richardi","Xylopia","richardii"
"26887","Xylopia rubescens","Xylopia","rubescens"
"26888","Xylopia sericea","Xylopia","sericea"
"26889","Xylopia sericophylla","Xylopia","sericophylla"
"26890","Xylopia sppAllpahua1","Xylopia",NA
"26891","Xylopia sppAllpahua2","Xylopia",NA
"26892","Xylopia sppAlterdoc1","Xylopia",NA
"26893","Xylopia sppAlterdoc2","No","suitable"
"26894","Xylopia sppAraracua1","Xylopia",NA
"26895","Xylopia sppAraracua2","Xylopia",NA
"26896","Xylopia sppArcating1","Xylopia",NA
"26897","Xylopia sppBOi1","Xylopia",NA
"26898","Xylopia sppBOi2","Xylopia",NA
"26899","Xylopia sppBOi3","Xylopia",NA
"26900","Xylopia sppBaitete1","Xylopia",NA
"26901","Xylopia sppBanyong1","Xylopia",NA
"26902","Xylopia sppBerbicer1","Xylopia",NA
"26903","Xylopia sppCDi1","Xylopia",NA
"26904","Xylopia sppCDi2","Xylopia",NA
"26905","Xylopia sppCM1","Xylopia",NA
"26906","Xylopia sppCalima1","Xylopia",NA
"26907","Xylopia sppCandamo1","Xylopia",NA
"26908","Xylopia sppColosoi1","Xylopia",NA
"26909","Xylopia sppEncanto1","Xylopia",NA
"26910","Xylopia sppFPnet1","Xylopia",NA
"26911","Xylopia sppFincaz1","Xylopia",NA
"26912","Xylopia sppGA1","Xylopia",NA
"26913","Xylopia sppGA2","Xylopia",NA
"26914","Xylopia sppGF1","Xylopia",NA
"26915","Xylopia sppLR1","Xylopia",NA
"26916","Xylopia sppMakokou11","Xylopia",NA
"26917","Xylopia sppMakokou21","Xylopia",NA
"26918","Xylopia sppMishnfl1","Xylopia",NA
"26919","Xylopia sppNdakani1","Xylopia",NA
"26920","Xylopia sppNdakani2","Xylopia",NA
"26921","Xylopia sppNdakani3","Xylopia",NA
"26922","Xylopia sppNuevomun1","Xylopia",NA
"26923","Xylopia sppPacific1","Xylopia",NA
"26924","Xylopia sppPacific2","Xylopia",NA
"26925","Xylopia sppPerinet1","Xylopia",NA
"26926","Xylopia sppPerinet2","Xylopia",NA
"26927","Xylopia sppPerromue1","Xylopia",NA
"26928","Xylopia sppPersever1","Xylopia",NA
"26929","Xylopia sppRAINFOR1","Xylopia",NA
"26930","Xylopia sppRiomanso1","Xylopia",NA
"26931","Xylopia sppRionegro1","Xylopia",NA
"26932","Xylopia sppRiotavar1","Xylopia",NA
"26933","Xylopia sppSCA1","Xylopia",NA
"26934","Xylopia sppSL1","Xylopia",NA
"26935","Xylopia sppSR1","Xylopia",NA
"26936","Xylopia sppTEAM1","Xylopia",NA
"26937","Xylopia sppTEAM2","Xylopia",NA
"26938","Xylopia sppTambupl1","Xylopia",NA
"26939","Xylopia sppTutunend1","Xylopia",NA
"26940","Xylopia sppVE1","Xylopia",NA
"26941","Xylopia sppYanamtah1","Xylopia",NA
"26942","Xylopia staudtii","Xylopia","staudtii"
"26943","Xylopia surinamensis","Xylopia","surinamensis"
"26944","Xylopia toussaintii","Xylopia","toussaintii"
"26945","Xylopia trichostemon","Xylopia","trichostemon"
"26946","Xylopia vieillardii","Xylopia","vieillardii"
"26947","Xylopia vielana","Xylopia","vielana"
"26948","Xylopia villosa","Xylopia","villosa"
"26949","Xylopiastrum sppCI1","Xylopiastrum",NA
"26950","Xylosma benthamii","Xylosma","benthamii"
"26951","Xylosma chlorantha","Xylosma","chlorantha"
"26952","Xylosma chloranthum","Xylosma","chlorantha"
"26953","Xylosma ciliatifolia","Xylosma","ciliatifolia"
"26954","Xylosma congesta","Xylosma","congesta"
"26955","Xylosma flexuosum","Xylosma","flexuosa"
"26956","Xylosma hawaiiensis","Xylosma","hawaiiensis"
"26957","Xylosma intermedia","Xylosma","intermedia"
"26958","Xylosma intermedium","Xylosma","intermedia"
"26959","Xylosma nelsonii","Xylosma","nelsonii"
"26960","Xylosma pachyphylla","Xylosma","pachyphylla"
"26961","Xylosma prockia","Xylosma","prockia"
"26962","Xylosma pseudosalzmanii","Xylosma","pseudosalzmanii"
"26963","Xylosma pseudosalzmannii","Xylosma","pseudosalzmanii"
"26964","Xylosma schwaneckeana","Xylosma","schwaneckeana"
"26965","Xylosma sppAvalanch1","Xylosma",NA
"26966","Xylosma sppBOi1","Xylosma",NA
"26967","Xylosma sppBRi1","Xylosma",NA
"26968","Xylosma sppCerroolu1","Xylosma",NA
"26969","Xylosma sppChaquima1","Xylosma",NA
"26970","Xylosma sppColosoi1","Xylosma",NA
"26971","Xylosma sppCuevas1","Xylosma",NA
"26972","Xylosma sppCuruyuqr1","Xylosma",NA
"26973","Xylosma sppProviden1","Xylosma",NA
"26974","Xylosma sppQuinceoc1","Xylosma",NA
"26975","Xylosma sppRAINFOR1","Xylosma",NA
"26976","Xylosma sppUcumari1","Xylosma",NA
"26977","Xylosma tessmannii","Xylosma","tessmannii"
"26978","Xylosma tweediana","Xylosma","tweediana"
"26979","Xylosma venosa","Xylosma","venosa"
"26980","Xylosma vincentii","Xylosma","vincentii"
"26981","Xymalos holstii","Xymalos",NA
"26982","Xymalos mahonii","Xymalos",NA
"26983","Xymalos monospora","Xymalos","monospora"
"26984","Xymalos sppTEAM1","Xymalos",NA
"26985","Zanha golungensis","Zanha","golungensis"
"26986","Zanthoxylon sppCuangos1","Zanthoxylon",NA
"26987","Zanthoxylon sppNangarit1","Zanthoxylon",NA
"26988","Zanthoxylon sppQuinceoc1","Zanthoxylon",NA
"26989","Zanthoxylum acreanum","Zanthoxylum","acreanum"
"26990","Zanthoxylum acuminatum","Zanthoxylum","acuminatum"
"26991","Zanthoxylum ailanthoides","Zanthoxylum","ailanthoides"
"26992","Zanthoxylum americanum","Zanthoxylum","americanum"
"26993","Zanthoxylum apiculatum","Zanthoxylum","apiculatum"
"26994","Zanthoxylum arborescens","Zanthoxylum","arborescens"
"26995","Zanthoxylum armatum","Zanthoxylum","armatum"
"26996","Zanthoxylum avicennae","Zanthoxylum","avicennae"
"26997","Zanthoxylum belizense","Zanthoxylum","belizense"
"26998","Zanthoxylum caribaeum","Zanthoxylum","caribaeum"
"26999","Zanthoxylum coco","Zanthoxylum","coco"
"27000","Zanthoxylum coreanum","Zanthoxylum","coreanum"
"27001","Zanthoxylum culantrillo","Zanthoxylum","culantrillo"
"27002","Zanthoxylum ekmanii","Zanthoxylum","ekmanii"
"27003","Zanthoxylum elephantiasis","Zanthoxylum","elephantiasis"
"27004","Zanthoxylum fagara","Zanthoxylum","fagara"
"27005","Zanthoxylum flavum","Zanthoxylum","flavum"
"27006","Zanthoxylum gilletii","Zanthoxylum","gilletii"
"27007","Zanthoxylum heitzii","Zanthoxylum","heitzii"
"27008","Zanthoxylum holstii","Zanthoxylum",NA
"27009","Zanthoxylum huberi","Zanthoxylum","huberi"
"27010","Zanthoxylum hyemale","Zanthoxylum","hyemale"
"27011","Zanthoxylum juniperinum","Zanthoxylum","juniperinum"
"27012","Zanthoxylum kellermanii","Zanthoxylum","kellermanii"
"27013","Zanthoxylum kleinii","Zanthoxylum","kleinii"
"27014","Zanthoxylum latespinosum","Zanthoxylum","latespinosum"
"27015","Zanthoxylum lemairei","Zanthoxylum","lemairei"
"27016","Zanthoxylum leprieurii","Zanthoxylum","leprieurii"
"27017","Zanthoxylum macrophyllum","Zanthoxylum","macrophyllum"
"27018","Zanthoxylum madagascariense","Zanthoxylum","madagascariense"
"27019","Zanthoxylum martinicense","Zanthoxylum","martinicense"
"27020","Zanthoxylum martinicensis","Zanthoxylum","martinicense"
"27021","Zanthoxylum melanostictum","Zanthoxylum","melanostictum"
"27022","Zanthoxylum minutiflorum","Zanthoxylum","minutiflorum"
"27023","Zanthoxylum monogynum","Zanthoxylum","monogynum"
"27024","Zanthoxylum monophyllum","Zanthoxylum","monophyllum"
"27025","Zanthoxylum myriacanthum","Zanthoxylum","myriacanthum"
"27026","Zanthoxylum nemorale","Zanthoxylum","nemorale"
"27027","Zanthoxylum neocaledonicum","Zanthoxylum","neocaledonicum"
"27028","Zanthoxylum nigrum","Zanthoxylum","nigrum"
"27029","Zanthoxylum nitidum","Zanthoxylum","nitidum"
"27030","Zanthoxylum panamense","Zanthoxylum","panamense"
"27031","Zanthoxylum pentandrum","Zanthoxylum","pentandrum"
"27032","Zanthoxylum petiolare","Zanthoxylum","petiolare"
"27033","Zanthoxylum pinnatum","Zanthoxylum","pinnatum"
"27034","Zanthoxylum piperitum","Zanthoxylum","piperitum"
"27035","Zanthoxylum procerum","Zanthoxylum","procerum"
"27036","Zanthoxylum pucro","Zanthoxylum","pucro"
"27037","Zanthoxylum quinduense","Zanthoxylum","quinduense"
"27038","Zanthoxylum retusum","Zanthoxylum","retusum"
"27039","Zanthoxylum rhetsa","Zanthoxylum","rhetsa"
"27040","Zanthoxylum rhoifolium","Zanthoxylum","rhoifolium"
"27041","Zanthoxylum riedelianum","Zanthoxylum","riedelianum"
"27042","Zanthoxylum rubescens","Zanthoxylum","rubescens"
"27043","Zanthoxylum ruizianum","Zanthoxylum","ruizianum"
"27044","Zanthoxylum schinifolium","Zanthoxylum","schinifolium"
"27045","Zanthoxylum setulosum","Zanthoxylum","setulosum"
"27046","Zanthoxylum simba","Zanthoxylum",NA
"27047","Zanthoxylum spinosum","Zanthoxylum","spinosum"
"27048","Zanthoxylum sppAllpahua1","Zanthoxylum",NA
"27049","Zanthoxylum sppAltosapa1","Zanthoxylum",NA
"27050","Zanthoxylum sppAnkarif1","Zanthoxylum",NA
"27051","Zanthoxylum sppAnkarif2","Zanthoxylum",NA
"27052","Zanthoxylum sppBOi1","Zanthoxylum",NA
"27053","Zanthoxylum sppBOi2","Zanthoxylum",NA
"27054","Zanthoxylum sppCM1","Zanthoxylum",NA
"27055","Zanthoxylum sppCR1","Zanthoxylum",NA
"27056","Zanthoxylum sppCalabate1","Zanthoxylum",NA
"27057","Zanthoxylum sppCampano1","Zanthoxylum",NA
"27058","Zanthoxylum sppCampinas1","Zanthoxylum",NA
"27059","Zanthoxylum sppCarajas1","Zanthoxylum",NA
"27060","Zanthoxylum sppCarajas2","Zanthoxylum",NA
"27061","Zanthoxylum sppCeroneb21","Zanthoxylum",NA
"27062","Zanthoxylum sppEncanto1","Zanthoxylum",NA
"27063","Zanthoxylum sppFPnet1","Zanthoxylum",NA
"27064","Zanthoxylum sppGA1","Zanthoxylum",NA
"27065","Zanthoxylum sppGT1","Zanthoxylum",NA
"27066","Zanthoxylum sppGentry1","Zanthoxylum",NA
"27067","Zanthoxylum sppIN1","Zanthoxylum",NA
"27068","Zanthoxylum sppMadidi1","Zanthoxylum",NA
"27069","Zanthoxylum sppNewcaldo1","Zanthoxylum",NA
"27070","Zanthoxylum sppPerinet1","Zanthoxylum",NA
"27071","Zanthoxylum sppQuiapaca1","Zanthoxylum",NA
"27072","Zanthoxylum sppQuinceoc1","Zanthoxylum",NA
"27073","Zanthoxylum sppRAINFOR1","Zanthoxylum",NA
"27074","Zanthoxylum sppSCA1","Zanthoxylum",NA
"27075","Zanthoxylum sppSCA2","Zanthoxylum",NA
"27076","Zanthoxylum sppSL1","Zanthoxylum",NA
"27077","Zanthoxylum sppSietecue1","Zanthoxylum",NA
"27078","Zanthoxylum sppTEAM1","Zanthoxylum",NA
"27079","Zanthoxylum sppTamboall1","Zanthoxylum",NA
"27080","Zanthoxylum sprucei","Zanthoxylum","sprucei"
"27081","Zanthoxylum tachirense","Zanthoxylum","tachirense"
"27082","Zanthoxylum tachuelo","Zanthoxylum","tachuelo"
"27083","Zanthoxylum tingoassuiba","Zanthoxylum","tingoassuiba"
"27084","Zanthoxylum tumbezanum","Zanthoxylum","tumbezanum"
"27085","Zanthoxylum weberbaueri","Zanthoxylum","weberbaueri"
"27086","Zanthozylum macrophylla","Zanthoxylum","macrophyllum"
"27087","Zelkova serrata","Zelkova","serrata"
"27088","Zenkerella sppGA1","Zenkerella",NA
"27089","Zeyherella letestui","Zeyherella","letestui"
"27090","Zeyheria tuberculosa","Zeyheria","tuberculosa"
"27091","Zinowiewia australis","Zinowiewia","australis"
"27092","Zinowiewia concinna","Zinowiewia","concinna"
"27093","Zinowiewia flexuosum","Zinowiewia",NA
"27094","Zinowiewia sppUcumari1","Zinowiewia",NA
"27095","Ziziphus angustifolia","Ziziphus","angustifolia"
"27096","Ziziphus angustifolius","Ziziphus","angustifolia"
"27097","Ziziphus cambodiana","Ziziphus","cambodianus"
"27098","Ziziphus cinnamomum","Ziziphus","cinnamomum"
"27099","Ziziphus glaziovii","Ziziphus","glaziovii"
"27100","Ziziphus guaranitica","Ziziphus","guaranitica"
"27101","Ziziphus joazeiro","Ziziphus","joazeiro"
"27102","Ziziphus jujuba","Ziziphus","jujuba"
"27103","Ziziphus mauritiana","Ziziphus","mauritiana"
"27104","Ziziphus mucronata","Ziziphus","mucronata"
"27105","Ziziphus reticulata","Ziziphus","reticulata"
"27106","Ziziphus saeri","Ziziphus","saeri"
"27107","Ziziphus sarcomphalus","Ziziphus","sarcomphalus"
"27108","Ziziphus sppFPnet1","Ziziphus",NA
"27109","Ziziphus sppSantotom1","Ziziphus",NA
"27110","Ziziphus taylorii","Ziziphus","taylorii"
"27111","Zizyphus cinnamomum","Zizyphus","cinnamomum"
"27112","Zizyphus mauritiana","Zizyphus","mauritiana"
"27113","Zizyphus mistol","Zizyphus","mistol"
"27114","Zizyphus saeri","Ziziphus","saeri"
"27115","Zizyphus sppBaitete1","Zizyphus",NA
"27116","Zizyphus sppEsmerald1","Zizyphus",NA
"27117","Zizyphus sppGenting1","Zizyphus",NA
"27118","Zizyphus sppIN1","Zizyphus",NA
"27119","Zizyphus sppKhaoyai1","Zizyphus",NA
"27120","Zizyphus sppPasoh401","Zizyphus",NA
"27121","Zizyphus thyrsiflora","Zizyphus","thyrsiflora"
"27122","Zollernia falcata","Zollernia","falcata"
"27123","Zollernia ilicifolia","Zollernia","ilicifolia"
"27124","Zollernia latifolia","Zollernia","latifolia"
"27125","Zollernia magnifica","Zollernia","magnifica"
"27126","Zollernia modesta","Zollernia","modesta"
"27127","Zuccarinia macrophylla","Zuccarinia","macrophylla"
"27128","Zuelania guidonia","Zuelania","guidonia"
"27129","Zygia basijuga","Zygia","basijuga"
"27130","Zygia coccinea","Zygia","coccinea"
"27131","Zygia dependens","Zygia","dependens"
"27132","Zygia divaricata","Zygia","divaricata"
"27133","Zygia gigantifoliola","Zygia","gigantifoliola"
"27134","Zygia heteroneura","Zygia","heteroneura"
"27135","Zygia inaequalis","Zygia","inaequalis"
"27136","Zygia juruana","Zygia","juruana"
"27137","Zygia latifolia","Zygia","latifolia"
"27138","Zygia macbridei","Zygia","macbridei"
"27139","Zygia macrophylla","Zygia","macrophylla"
"27140","Zygia racemosa","Zygia","racemosa"
"27141","Zygia ramiflora","No","suitable"
"27142","Zygia sppBerbicer1","Zygia",NA
"27143","Zygia sppFPnet1","Zygia",NA
"27144","Zygia sppPE1","Zygia",NA
"27145","Zygia sppRAINFOR1","Zygia",NA
"27146","Zygia sppTEAM1","Zygia",NA
"27147","Zygia tetragona","No","suitable"
"27148","Zygia unifoliolata","Zygia","unifoliolata"
"27149","Zygogynum mackeei","Zygogynum","mackeei"
"27150","Zygogynum stipitatum","Zygogynum","stipitatum"
"27151","canarium harveyi","Canarium","harveyi"
"27152","cupressus lusitanica","Cupressus","lusitanica"
"27153","desconocido sppMX1","No","suitable"
"27154","hymenocardia ulmoides","Hymenocardia","ulmoides"
"27155","pseudospondias longifolia","Pseudospondias","longifolia"
"27156","unknown  sppPalanan1","No","suitable"
"27157","unknown batocarpus","Batocarpus",NA
"27158","unknown corunknownac","No","suitable"
"27159","unknown sppAU1","No","suitable"
"27160","unknown sppAUi1","No","suitable"
"27161","unknown sppAchupall1","No","suitable"
"27162","unknown sppAllpahua1","No","suitable"
"27163","unknown sppAlterdoc1","No","suitable"
"27164","unknown sppAltodemi1","No","suitable"
"27165","unknown sppAltodeunknowni1","No","suitable"
"27166","unknown sppAltosapa1","No","suitable"
"27167","unknown sppAnchicay1","No","suitable"
"27168","unknown sppAnkarif1","No","suitable"
"27169","unknown sppAnkarif2","No","suitable"
"27170","unknown sppAntado1","No","suitable"
"27171","unknown sppAraracua1","No","suitable"
"27172","unknown sppArcating1","No","suitable"
"27173","unknown sppAunknownotape1","No","suitable"
"27174","unknown sppAvalanch1","No","suitable"
"27175","unknown sppBO1","No","suitable"
"27176","unknown sppBO10","No","suitable"
"27177","unknown sppBO11","No","suitable"
"27178","unknown sppBO12","No","suitable"
"27179","unknown sppBO13","No","suitable"
"27180","unknown sppBO14","No","suitable"
"27181","unknown sppBO15","No","suitable"
"27182","unknown sppBO16","No","suitable"
"27183","unknown sppBO17","No","suitable"
"27184","unknown sppBO2","No","suitable"
"27185","unknown sppBO3","No","suitable"
"27186","unknown sppBO4","No","suitable"
"27187","unknown sppBO5","No","suitable"
